ResinPercentage,PigmentPercentage,SolventPercentage,Gloss,Viscosity,HidingPower,Dispersant_Percentage,Thickener_Percentage,Defoamer_Percentage,TotalSolidsContent,SimulatedPVC,SolventToResinRatio,ResinType_Acrylic,ResinType_Alkyd,ResinType_Epoxy,ResinSupplier_SupplierA_Resin,ResinSupplier_SupplierB_Resin,ResinSupplier_SupplierC_Resin,ResinSupplier_SupplierD_Resin,ResinSupplier_SupplierE_Resin,ResinSupplier_SupplierF_Resin,PigmentType_Iron Oxide Red,PigmentType_Organic Blue,PigmentType_Titanium Dioxide,PigmentSupplier_SupplierG_Pigment,PigmentSupplier_SupplierH_Pigment,PigmentSupplier_SupplierI_Pigment,PigmentSupplier_SupplierJ_Pigment,PigmentSupplier_SupplierK_Pigment,PigmentSupplier_SupplierL_Pigment,SolventType_Mineral Spirits,SolventType_Water,SolventType_Xylene,SolventSupplier_SupplierM_Solvent,SolventSupplier_SupplierN_Solvent,SolventSupplier_SupplierO_Solvent,SolventSupplier_SupplierP_Solvent,SolventSupplier_SupplierQ_Solvent,Dispersant_Supplier_SupplierR_Add,Dispersant_Supplier_SupplierS_Add,Thickener_Supplier_SupplierT_Add,Thickener_Supplier_SupplierU_Add,Defoamer_Supplier_SupplierV_Add,Defoamer_Supplier_SupplierW_Add,Resin_Pigment_Combo_Acrylic_Iron Oxide Red,Resin_Pigment_Combo_Acrylic_Organic Blue,Resin_Pigment_Combo_Acrylic_Titanium Dioxide,Resin_Pigment_Combo_Alkyd_Iron Oxide Red,Resin_Pigment_Combo_Alkyd_Organic Blue,Resin_Pigment_Combo_Alkyd_Titanium Dioxide,Resin_Pigment_Combo_Epoxy_Iron Oxide Red,Resin_Pigment_Combo_Epoxy_Organic Blue,Resin_Pigment_Combo_Epoxy_Titanium Dioxide,Resin_Solvent_Combo_Acrylic_Mineral Spirits,Resin_Solvent_Combo_Acrylic_Water,Resin_Solvent_Combo_Acrylic_Xylene,Resin_Solvent_Combo_Alkyd_Mineral Spirits,Resin_Solvent_Combo_Alkyd_Water,Resin_Solvent_Combo_Alkyd_Xylene,Resin_Solvent_Combo_Epoxy_Mineral Spirits,Resin_Solvent_Combo_Epoxy_Water,Resin_Solvent_Combo_Epoxy_Xylene,Pigment_Solvent_Combo_Iron Oxide Red_Mineral Spirits,Pigment_Solvent_Combo_Iron Oxide Red_Water,Pigment_Solvent_Combo_Iron Oxide Red_Xylene,Pigment_Solvent_Combo_Organic Blue_Mineral Spirits,Pigment_Solvent_Combo_Organic Blue_Water,Pigment_Solvent_Combo_Organic Blue_Xylene,Pigment_Solvent_Combo_Titanium Dioxide_Mineral Spirits,Pigment_Solvent_Combo_Titanium Dioxide_Water,Pigment_Solvent_Combo_Titanium Dioxide_Xylene
-1.0233138988893113,0.09202853007615514,0.9639842693589413,0.815020712346956,-0.20295899394292866,-1.9359329800993719,-0.8319942717621286,0.1833259604594925,0.8081805370291057,-0.9632171102579107,0.5163509446292427,1.1316767718043104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2453300001434199,-0.10250205687775756,1.1516858302867992,0.26974491348051277,0.26158495796588815,1.4895409474351857,-0.8319942717621286,-0.7913527444533488,-0.10841768155618434,-1.1530744955130214,0.3737114560809792,0.9198078288671949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.258989803069663,1.0619024564606643,0.339206216556214,0.848928619167222,-0.3684140778773834,0.021563549773491574,-0.8319942717621286,-0.7913527444533488,1.6270082789652978,-0.3428380485792479,1.332148721238603,0.7079388859300788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4930965618750864,-0.508237281095918,-0.3713782640992494,1.6727991119082848,-0.07544845880514274,-0.6506552585591453,-0.48169641984464145,-0.7913527444533488,0.06268065257973647,0.365784586527849,-0.6848236957771796,-0.7751437146297322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.372446440913602,-1.5364703835666011,-0.8084547559741188,-0.5119698032137322,-1.5017931594662899,-1.1198744267568181,1.2083370762484984,-0.7913527444533488,-0.829474946843279,0.8016543583107026,-1.9285399380313275,-1.1988816005039638,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6051792301822365,1.2286429595640185,0.05497242429402829,0.4640280552614979,-0.46524958531509963,0.674062393064446,0.33566523462949527,-0.7913527444533488,-0.829474946843279,-0.05938899453640914,1.387202558923898,0.17826652858728936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07904113679297811,-1.9727747000203775,1.8086412935343035,-0.5257162519246508,0.3519347201664766,1.0835416671652585,1.7368566422994438,-0.7913527444533488,-0.829474946843279,-1.8082161770271254,-1.570689993076915,1.3435457147414265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.20828276166607357,-1.4058569894689734,0.8433189801910327,-0.08857918291743519,0.27326321827201505,-0.7405550991903433,-0.8319942717621286,-0.2299871612440541,1.810327922682356,-0.845559012353337,-1.2478743084676887,0.4960699429929628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6689419332695286,-0.5971655494177068,-1.69333354320545,1.2255813138463958,0.9998038456057008,0.2831430860616874,-0.8319942717621286,0.4855997360337279,-0.829474946843279,1.6840900925950093,-1.2228498367925549,-1.8344884293153112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5057673094116657,-0.2497895012857195,-1.0819627447547118,0.05988246316048719,1.1649454191963668,-0.6054153387576391,-0.8319942717621286,1.139498107684115,-0.829474946843279,1.0744072216349458,-0.6597992241020458,-1.3048160719725217,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.4728474170738384,-0.00801577178585705,0.6475730666519806,2.1355962185092157,-0.14482241956662306,0.14278333488265535,2.1916292921572342,0.17715710789675299,-0.829474946843279,-0.6503535317389285,1.8476528377463588,1.5554146576785424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0582119020064678,0.05312241268537339,-1.6557932310198782,0.8965829746984072,0.9518955461954992,1.6444006729095724,0.3971209981237913,-0.7913527444533488,-0.829474946843279,1.6466534250799174,-0.5446866543964307,-1.7285539578467535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-2.4221644269275258,1.256433043414578,1.1785003389907793,-0.5385462707215083,-2.158303413756188,0.6357824609247102,2.10559122326522,-0.7913527444533488,-0.829474946843279,-1.179814972309514,1.965267854619487,2.0850870150213314,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6457256222992854,-0.7555690273658932,1.4198309173265966,-0.6063620843620406,-1.7108261811873653,-0.5798953839978152,-0.8319942717621286,-0.7913527444533488,1.6820041720804155,-0.021952327021317157,-0.27442236030498507,1.3435457147414265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.060337086109379566,-1.5559234422619925,1.12487132158282,-2.273348098039452,-0.30441877895152714,1.0516417237154778,1.49103358832226,0.436248915531812,-0.829474946843279,-1.1290080663961757,-1.320445276325577,0.8138733573986369,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.378094829913496,0.3282442428059069,1.0310205411188906,-1.8582053469697064,-0.42139732597766366,-0.5172554950418833,0.5569059832089608,0.621314492413997,-0.829474946843279,-0.021952327021317157,0.8191470518983613,1.3435457147414265,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3188203358555723,-0.3637288450730114,1.1919075933427694,1.2732356693775804,-0.8925445895025287,-0.6512352575309593,0.5569059832089608,-0.7913527444533488,-0.829474946843279,-1.1931852107077603,0.088432478984455,1.0257423003357524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.656271185732951,-1.2085473941300053,-0.7414184842141694,-1.6245157188840882,-0.3532480149966079,1.2558013617940704,-0.8319942717621286,-0.31635109712240717,-0.829474946843279,0.7348031663194673,-1.558177757239348,-1.1988816005039638,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4971998567573293,1.6454942173224034,-0.5563983741567089,0.6702247859252789,1.0236306317336377,2.0701199182211814,0.7842923081378561,1.4047587678819138,-0.829474946843279,0.5476198287440074,1.5623738606498332,-0.03360241434982666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.34162768142141364,1.2675490769548012,0.025476464719650736,-0.05283841626904644,-0.33966909823126235,1.6850006009365646,-0.48169641984464145,-0.32868880224788616,-0.829474946843279,0.8497872165443939,1.024347719634458,-0.6692092431611741,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.545324646139049,-0.34983380314773266,0.21317802564750865,-0.7172501039634518,0.8850198709860853,-0.4940555361693161,-0.8319942717621286,0.7200161334178292,-0.829474946843279,-0.21715780763572562,-0.29193949047757956,-0.03360241434982666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7110334195042285,-0.4387620714695205,0.025476464719650736,-0.09407776240180257,-0.06750293102974972,-0.9104947979318986,-0.8319942717621286,-0.7913527444533488,0.11767654569485392,0.6866703080857798,-0.7223604032898804,-0.9870126575668476,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
